1.0000000e+04, -2.6857535800e+05,  6.6175006834e+05,  1.2987933355e+06, -9.8535343538e-01, -5.0896140654e+00,  1.5018297276e+00
1.0000000e+04, -6.6861568436e+05,  5.2994781395e+05, -7.0563443292e+05,  4.0068477004e+00,  9.1773130657e-01, -4.6950958747e+00
1.0000000e+04,  8.3317201116e+05, -1.7767122737e+06,  1.5124765931e+06,  2.8096919212e+00, -1.3135977633e+00, -4.6704275904e+00
1.0000000e+04, -1.3532574906e+06, -8.8565013728e+05, -2.1254781733e+06,  3.4893088885e+00,  1.8807654302e+00, -4.1797420490e+00
1.0000000e+04, -3.6798401981e+05,  2.2053291167e+05, -4.6225654667e+05, -1.3592372593e+00,  3.1247977487e+00,  1.1064281341e+00
1.0000000e+04, -7.1553941950e+05,  3.6997934191e+05, -3.9029852664e+05, -3.4570605189e+00, -1.5083397154e+00,  2.9921616519e+00
1.0000000e+04,  1.4716925824e+05,  1.1794279283e+06,  5.1768856610e+05, -1.2306114846e+00, -1.9537418742e+00,  4.2408401211e+00
1.0000000e+04, -1.9040208660e+05,  1.3450788644e+04, -2.5140760723e+05, -3.1022069727e-01,  2.7128823668e-01, -1.0900017484e+00
1.0000000e+04,  3.1777810030e+06, -5.1795699538e+05,  8.6974775734e+05, -3.2860176951e-01,  4.4453490116e+00,  1.4629165902e+00
1.0000000e+04, -5.9374821348e+05,  2.0523055350e+05, -2.6363096536e+05, -2.6347633451e+00, -7.7463831551e-01,  3.3310910376e+00
1.0000000e+00,  0.0000000000e+00,  0.0000000000e+00,  0.0000000000e+00,  0.0000000000e+00, -1.9662949835e-01,  0.0000000000e+00
1.0000000e-02,  1.0000000000e+00,  0.0000000000e+00,  0.0000000000e+00,  0.0000000000e+00,  1.9662949835e+01,  0.0000000000e+00
